S,K,P,Ph,Zn,N,Soilcolor_encoded,PRECTOTCORR-W,QV2M-Au,WD10M,QV2M-W,label_encoded
0.5782598050889918,6.605610456677571,0.3166876488120283,1.918392120161421,1.3554659012666004,0.2070141693843261,6,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
1.0046838614371236,6.4091579176648,0.9315342443918538,1.860974538249528,1.4113987412658808,0.2070141693843261,6,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
1.0259341566323903,5.959922279098104,0.5519653138689357,1.8578592709325787,2.435646355504998,0.2070141693843261,1295,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.9501992709501365,5.337951455788111,-0.1788618588874991,1.8946168546677629,-2.5202749520057006,0.2070141693843261,1194,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.3572606966158133,5.763173394598866,1.7737165206330097,1.8357763546448291,1.2149561473926802,0.2070141693843261,1194,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
1.209279837286924,5.006874899332561,0.749748354037709,1.801709800081223,1.984894601406706,0.2070141693843261,1295,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.105993012474951,5.718763036945428,-0.7210340448449356,1.8825138324965192,-0.0967745760878861,0.2070141693843261,1194,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.6071380710844798,5.944370319025625,1.644386210287764,1.824549292051046,0.3760417873932796,0.2070141693843261,1295,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.4483569627713555,5.996608792758196,0.4839202261661268,1.8468787684491343,0.9985417599177584,0.2070141693843261,1194,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
1.1048144925933747,5.429121919722871,1.5935395224437616,1.9387416595767009,-2.5551488568934078,0.2070141693843261,88,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.2333807402432345,5.3884962217777606,-1.7941064893105876,1.867176108512809,-1.5871436872986466,0.2070141693843261,1194,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.839835345739822,6.035923918345522,1.852914386324948,2.005525858729668,-0.5195854070127398,0.2070141693843261,1295,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.1339824001579756,5.013012466382007,-1.1414883338480637,1.9544450515051504,-1.494373871346936,0.2070141693843261,1194,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.2917432216317903,6.051538429059761,-0.0534251772751797,1.88706964903238,0.7114732750283019,0.2070141693843261,1295,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
1.179740571115096,5.865115868350701,1.991177019554964,1.9501867058225733,-0.5444220362357924,0.2070141693843261,1295,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
-0.1036703897486469,5.108850341593211,-0.4944932886919126,1.8325814637483104,1.6703086167275738,0.2070141693843261,88,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
0.0380017370688635,4.361632582520494,0.4500755076600071,1.969905654611529,-1.0032366928994072,0.2070141693843261,1295,2.073333333,9.683333333,-1.4051485114822089,7.993333333,0
-0.1272674670505925,4.768733569853457,0.2481876607971343,1.9671123567059163,0.4433819559634394,0.2070141693843261,859,1.17,9.726666667,0.4800316923178259,7.65,0
-0.343690332058244,4.930046881997585,0.2142698791544301,1.9154509415706047,1.2340178450042634,0.2070141693843261,859,1.17,9.726666667,0.4800316923178259,7.65,0
0.0169743851682701,4.412580087717338,1.058514667774174,1.944480556245719,-0.6937473816231177,0.2070141693843261,14,1.17,9.726666667,0.4800316923178259,7.65,0
0.7107198794864944,5.286917635822163,-0.7904741302411183,1.9315214116032136,0.2960200054736214,0.2070141693843261,859,1.17,9.726666667,0.4800316923178259,7.65,0
-0.0309330651905489,5.965987752126955,-2.437440123867024,1.8946168546677629,-0.3961450612680708,0.2070141693843261,6,1.17,9.726666667,0.4800316923178259,7.65,0
0.1036998695216708,4.99255278654549,1.0598440963887368,1.922787731634459,-0.10290687141825,0.2070141693843261,1295,1.17,9.726666667,0.4800316923178259,7.65,0
0.1950231509241821,4.0393426450003735,0.6503048384663672,1.944480556245719,-0.195770310648513,0.2070141693843261,1194,1.17,9.726666667,0.4800316923178259,7.65,0
-0.3383487145258168,5.6240175061873385,-0.0030606185482047,1.916922612182061,0.621655418918809,0.2783890255401883,1295,2.073333333,9.07,0.4144888164649754,7.183333333,0
